name ,main_category ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
CHRIS CRITELLI RECORDS HIS DEBUT EP!,Music,05/09/2013 04:02,10000,06/08/2013 04:02,11713,successful,195,US,11713
Piero Marsili,Film & Video,09/08/2016 17:51,10000,30/06/2016 17:51,0,failed,0,GB,0
Sleeping in a Truck,Music,15/07/2009 04:58,10000,20/06/2009 22:15,10328,successful,65,US,10328
Design Your Own Leatherjacket,Fashion,14/06/2016 22:04,2000,29/05/2016 22:04,2028,successful,7,DE,2254.152339
Sanfilippo Wing it!,Fashion,26/06/2016 23:59,10000,15/05/2016 22:43,855,failed,25,DE,966.7593072
LEGO Imagination Lab,Film & Video,16/03/2014 22:56,2500,14/02/2014 23:56,1186.69,failed,15,US,1186.69
Arkham Source Book,Games,12/08/2012 05:33,800,13/06/2012 05:33,45,failed,3,US,45
Finishing & Festival Funds - The Final Stage - short film,Film & Video,18/09/2016 02:01,2000,29/08/2016 22:44,310,failed,9,US,75
Lonely House Films: Adam Hope,Film & Video,09/06/2012 07:43,3397.98,10/05/2012 07:43,50,failed,1,US,50
Open A.I.R.,Art,12/07/2010 22:00,3000,12/05/2010 21:45,3125,successful,55,US,3125
At Home in Maine: A Film Series About Homebirth and Midwives,Film & Video,15/09/2011 17:35,10000,01/08/2011 17:35,1765,failed,34,US,1765
The FUSIONproject,Film & Video,24/04/2011 01:08,5000,24/03/2011 00:08,100,failed,1,US,100
Lego Batman: Zombie Genesis Series,Film & Video,04/06/2013 10:17,125,14/05/2013 10:17,242,successful,19,GB,371.5388926
Digitizing My Family,Film & Video,06/12/2014 06:59,3500,05/11/2014 15:50,3585,successful,43,US,3585
"""Progress"" The Steampunk Series - Season 2",Film & Video,05/09/2015 03:19,40000,06/08/2015 03:19,733,failed,18,US,733
Winter Writing Residency,Art,15/02/2012 17:59,1000,28/01/2012 19:07,1145,successful,21,US,1145
DOME Shades: Sunglasses for Big Heads,Fashion,31/03/2015 21:13,10000,25/02/2015 21:13,3238,failed,36,US,3238
A Portrait a Day 365 Challenge,Art,25/12/2014 17:43,30000,25/11/2014 17:43,1152,failed,9,US,1152
XPUMP | TURN ANY SOUND SOURCE INTO A HOME THEATER EXPERIENCE,Technology,21/10/2016 10:00,25000,06/09/2016 10:00,227673,successful,2278,US,16679
Complete Paine's Skatepark,Art,03/04/2013 23:01,10000,14/03/2013 22:01,11511.1,successful,177,US,11511.1
Westward #8,Comics,31/07/2014 18:00,2500,25/06/2014 17:27,2611,successful,75,US,2611
TIBA Putt: A personal approach to improve your putting,Design,14/05/2014 04:54,9225,14/04/2014 04:54,1076,failed,32,US,1076
Ghost Herds: Rescuing horses and horse people in Kentucky,Publishing,25/02/2013 03:06,2200,26/01/2013 03:06,2510,successful,31,US,2510
Gideon's Epic Forge,Art,30/08/2014 23:40,550,31/07/2014 23:40,708,successful,23,US,708
"The Farmer, the Bean and the Holy Roast",Food,21/02/2013 22:58,3500,22/01/2013 22:58,1278,failed,29,US,1278
A Jessica Rabbit Production,Music,16/07/2012 06:59,1300,28/06/2012 05:56,625,failed,10,US,625
FINAL HOURS!!! Kira Kira Rainbow Unicorn Stickers!,Crafts,17/01/2016 09:03,250,02/01/2016 09:03,1009,successful,39,AU,734.3896721
Belleflower - A Feature Film,Film & Video,28/05/2014 23:32,2500,07/05/2014 23:32,3863.37,successful,42,US,3863.37
Mutant Plants: A Guide (Canceled),Publishing,03/08/2013 11:17,1000,04/07/2013 11:17,55,canceled,6,GB,83.3424251
MAB MINDZ AT SOUND SET 2014,Fashion,09/05/2014 06:30,1500,22/04/2014 02:33,247,failed,9,US,247
Lei,Film & Video,17/04/2016 00:00,370,24/03/2016 18:44,495,successful,17,GB,703.1999156
"""The Get Back"" an adaptation of Wrong Becomes Me",Film & Video,03/08/2010 05:59,9000,24/06/2010 13:34,171,failed,8,US,171
The Bicycle Bus,Art,25/03/2013 12:00,4500,20/02/2013 20:45,5263,successful,107,US,5263
Danger!  Extreme Lawn Darts (Canceled),Games,30/05/2012 21:11,10000,15/05/2012 21:11,60,canceled,3,US,60
My 1st Cookbook (for children),Publishing,29/07/2013 05:00,3800,29/06/2013 02:37,272,failed,9,US,272
Glory of the Three Kingdoms - Guandu Core Set,Games,07/12/2012 14:43,7000,23/10/2012 14:43,7782,successful,130,US,7782
The Great Apple Pie,Food,15/08/2014 05:03,15,16/07/2014 05:03,6,failed,2,CA,5.58970452
The Project Unknown (Canceled),Games,07/11/2015 18:59,50000,08/09/2015 18:59,5,canceled,1,NO,0.6021172
It belongs to the world: Ackermann's Repository of Arts!,Fashion,05/07/2013 02:50,5000,05/06/2013 02:50,0,failed,0,US,0
Riposte (Canceled),Games,18/11/2015 20:10,15000,19/10/2015 20:10,1030,canceled,28,NL,1168.938915
"Chill Puck - Keep your beverage colder, longer.",Design,08/05/2013 21:01,7500,10/04/2013 02:00,41759,successful,1127,US,41759
Heroes And Other Strangers at FringeNYC,Theater,02/07/2011 04:53,1971,30/05/2011 05:52,2308.5,successful,53,US,2308.5
Project World,Photography,30/04/2014 01:00,20000,26/03/2014 00:45,25,failed,2,GB,41.2023165
Single Track - contemporary art gallery and espresso bar,Art,22/11/2013 21:08,9900,23/10/2013 21:08,10015,successful,85,GB,16151.58459
The Great Fly Cup Bake Off,Food,08/09/2015 20:29,250,09/08/2015 20:29,340,successful,17,GB,526.8336516
"Un Amour Oublie ""a love forgotten""",Film & Video,10/06/2015 19:37,5000,11/05/2015 19:37,0,failed,0,US,0
In the Loop: A Resource Strategy Game for Tomorrow's Leaders,Games,07/08/2015 14:01,10000,08/07/2015 14:01,14414,successful,102,US,14414
Sasha's Fashion Show - Spectacle,Fashion,21/03/2014 22:31,1750,03/03/2014 21:40,2190,successful,51,US,2190
Bass River Press,Publishing,05/04/2015 19:58,2000,06/03/2015 19:58,325,failed,6,US,325
Betul Soykan Records Joaquin Turina Violin Works CD Project,Music,24/09/2014 02:33,2250,25/08/2014 02:33,40,failed,4,US,40
Food truck for the world.,Food,15/09/2015 17:28,2000,31/08/2015 17:28,0,failed,0,US,0
Publishing The Occupy Portraits,Photography,09/07/2014 07:23,60000,10/05/2014 07:23,10820,failed,71,US,10820
Daweyu Hills ñ Crop to Cup,Food,15/10/2015 21:01,25000,15/09/2015 21:01,25816,successful,172,US,25816
TimeChatô (Canceled),Technology,24/10/2014 21:05,33000,23/09/2014 21:05,1110,canceled,5,AU,991.4759871
Duncan Woods - Chameleon EP,Music,25/08/2015 23:00,4500,04/08/2015 12:05,4767,undefined,0,"N,""0",
Peripheral vision - short film,Film & Video,02/06/2015 10:16,250,08/05/2015 10:16,842,successful,17,AU,671.754016
i do it 4 oakland,Art,11/12/2013 23:17,4800,11/11/2013 23:17,5080.2,successful,102,US,5080.2
Florida: A Broken Kingdom,Publishing,15/08/2014 22:27,7000,16/07/2014 22:27,0,failed,0,US,0
Help start Jacksonville's FIRST Paint Your Own Pottery Store,Art,04/11/2014 00:57,8000,25/09/2014 00:57,100,failed,1,US,100
Baby Boom Baby Bag,Fashion,28/09/2013 13:33,1500,28/08/2013 18:58,279,failed,12,GB,434.3548195
Scar Tissue,Photography,24/07/2011 14:43,6000,09/06/2011 14:43,6022,successful,20,US,6022
STAGNANT POOL enters post-production,Film & Video,25/12/2013 20:31,7500,25/11/2013 20:31,8422,successful,96,CA,8008.108895
I Am Pro-movement:,Fashion,15/02/2016 23:37,20000,17/12/2015 23:37,1591,failed,6,US,1591
Billion Dollar Project,Design,16/01/2016 10:38,200,17/12/2015 10:38,0,failed,0,AU,0
You in a novel,Publishing,09/11/2015 23:03,1000000,10/09/2015 23:03,10,failed,1,IT,11.1809798
Peak View Brewing Company,Food,10/10/2016 14:25,15000,10/09/2016 14:25,15018,successful,145,US,1015
Audience of Death (Canceled),Publishing,17/04/2015 00:58,4500,03/03/2015 00:58,0,canceled,0,US,0
Finding Black Love: The Documentary,Film & Video,01/04/2012 23:40,15000,01/02/2012 23:40,785,failed,13,US,785
""" The Patch, Organics """,Comics,23/12/2014 03:21,65000,23/11/2014 03:21,50,failed,2,US,50
Virtual Addiction Recovery Website & Phone App/ Saving life,Technology,28/06/2015 16:49,8500,29/04/2015 16:49,0,failed,0,US,0
Fatnek Clothing Sublimation Series of T-shirts.,Fashion,01/08/2013 21:53,600,02/07/2013 21:53,138,failed,7,GB,209.9347839
Titanium Whiskey Glass - The EPIC Drinking Glass,Design,27/07/2014 17:24,999,27/06/2014 17:24,13757,successful,75,US,13757
WHAT CHILDREN DO - A Feature Length Comedy,Film & Video,25/03/2016 19:40,15000,23/02/2016 20:40,15040.33,successful,192,US,15040.33
College Spring Break Review,Technology,28/03/2015 18:35,9000,26/02/2015 19:35,0,failed,0,US,0
Tall Tales: An evening of dance with ChoreoJoey,Dance,07/08/2016 03:30,3000,21/07/2016 05:18,5,failed,1,US,0
Light Comes In,Music,25/06/2016 07:33,7000,28/05/2016 07:33,7453,successful,138,US,7336
WOOD FIRED OVEN FOR OUR GROWING COMMUNITY,Food,21/11/2015 23:10,20000,22/10/2015 23:10,185,failed,9,IT,210.135099
The Traps - 2nd Record Vinyl Release,Music,01/08/2015 21:01,2000,09/06/2015 13:59,2712,successful,80,GB,4140.002922
Rocky Horror Saved My Life - A Fan Documentary,Film & Video,01/11/2013 01:00,50000,02/09/2013 02:06,66554.56,successful,665,US,66554.56
CLEX - 4 in 1 Smart Device (Canceled),Technology,18/07/2016 22:56,50000,13/06/2016 22:56,5650,canceled,22,US,5650
Songs of the Damned Jake Brock's Latest Album.,Music,13/10/2012 15:28,15000,24/08/2012 15:28,130,failed,4,US,130
Circa Vitae requests crowd fundage to record our full length album... TO VINYL!!!,Music,01/11/2009 07:59,2000,06/08/2009 23:19,80,failed,4,US,80
Stiletto Red's New EP,Music,12/07/2014 01:24,3500,12/06/2014 01:24,1005,failed,19,US,1005
Bucks County: the Movie,Film & Video,12/04/2011 17:34,10000,25/02/2011 17:34,0,failed,0,US,0
LazerShirts! Not Just Another Shirt,Design,01/10/2011 20:44,7000,01/09/2011 20:44,8952.22,successful,207,US,8952.22
"Country Christian album titled ""I Believe""",Music,13/11/2013 16:00,5000,28/10/2013 16:41,140,failed,4,US,140
Wholesters- A new way to Whold your things!,Fashion,29/05/2011 01:03,1,29/04/2011 01:03,566,successful,3,US,566
Stamped,Technology,22/01/2016 15:36,500,23/11/2015 15:36,0,failed,0,US,0
Ripple Analysis: Bringing Animation to Life,Design,15/05/2014 18:00,40000,22/04/2014 17:47,326,failed,4,US,326
Croc2Pop - Where kids manage dad's digital addiction,Technology,20/08/2014 21:25,1000,21/07/2014 21:25,0,failed,0,US,0
Carolina's Hottest,Film & Video,08/03/2016 03:05,500000,08/01/2016 03:05,0,failed,0,US,0
TULIPS,Photography,19/12/2014 05:00,18000,12/11/2014 21:35,18625,successful,167,US,18625
Ignis Fatuus Comic Project,Comics,11/04/2014 18:05,1000,12/03/2014 17:05,1,failed,1,US,1
HoodRatz,Film & Video,26/06/2012 06:00,800,30/05/2012 23:40,1072,successful,18,US,1072
Kingdom: The Space Exploration RPG,Games,27/01/2013 23:48,6000,28/11/2012 23:48,4636,failed,76,US,4636
Leonard Hodgins - Components,Music,22/05/2015 22:00,3500,07/04/2015 22:00,51,failed,2,CA,40.87003473
DotPen : Redefines drawing and writing for smart devices,Design,09/08/2014 21:17,25000,30/06/2014 21:17,39693,suspended,647,US,39693
C R O S S T O W N  - help us finish our feature film,Film & Video,21/12/2012 20:33,12500,06/11/2012 20:33,12857,successful,32,US,12857
Spicing it Up at Whipped & Beaten Culinary Works,Food,21/03/2013 15:01,2500,19/02/2013 16:02,3712,successful,125,US,3712
Grilling with Beer cookbook,Publishing,28/03/2011 18:00,28000,27/01/2011 04:47,3775,failed,40,US,3775
The Womanhood Short Film Fundraiser,Film & Video,19/06/2011 16:53,500,15/05/2011 16:53,600,successful,25,US,600
Sunrise Diaries,Art,14/12/2012 17:34,5500,14/11/2012 17:34,7498.77,successful,118,US,7498.77
Me and my Tommy,Publishing,08/05/2015 18:08,25000,09/03/2015 17:08,0,failed,0,US,0
"First Solo exhibition in a recognised gallery, next step up!",Art,10/05/2015 22:08,10900,01/04/2015 22:08,11066,successful,26,NZ,8298.244894
Bromotion,Film & Video,10/08/2012 17:00,4000,07/07/2012 02:09,296,failed,12,US,296
FILM PROJECT:  A HISTORY OF COMING OUT,Film & Video,21/07/2013 22:31,20000,21/06/2013 22:31,756,failed,9,US,756
Off grid electricity (Canceled),Design,03/07/2016 05:57,15000,29/05/2016 05:57,217,canceled,7,AU,156.6900146
Savage Thunderscape!,Games,20/06/2015 05:00,7500,17/05/2015 17:49,9125,successful,182,US,9125
THE MC TYPE: BAD TATTOOS VOL. 3,Music,20/06/2013 19:19,1000,21/05/2013 19:19,1221,successful,54,US,1221
No Man Is An Island,Film & Video,05/01/2014 00:10,25000,21/11/2013 00:10,25712,successful,148,US,25712
Completion of the history of Kent,Publishing,24/11/2013 13:50,30000,25/10/2013 13:50,11,failed,1,GB,17.80883346
Grandkids Record a Full-length Album!,Music,06/12/2011 06:59,7500,05/11/2011 22:21,8739.01,successful,145,US,8739.01
Borders,Film & Video,08/04/2016 01:00,3500,25/02/2016 17:40,40,failed,2,GB,55.9303668
FIREWATER,Film & Video,11/04/2012 04:00,750,15/03/2012 21:16,865,successful,20,US,865
Annulus: Ring of Light,Film & Video,12/03/2012 12:57,1000,11/02/2012 13:57,91,failed,6,US,91
Gospel Jazz Independant Artist - CD Project,Music,18/06/2011 21:34,7000,19/05/2011 21:34,100,failed,1,US,100
Ugly Cartoons (Poorly Drawn) for Miserable People!,Comics,10/11/2016 17:20,5000,11/10/2016 17:20,20,failed,3,US,0
The Daisy Dare Project (Canceled),Art,10/12/2011 00:49,2000,04/11/2011 23:49,0,canceled,0,US,0
Occupy the Left Forum Zine,Journalism,12/04/2012 03:34,1287,13/03/2012 01:45,227,failed,9,US,227
Last Man Standing - Card/board Game Survival,Games,24/10/2016 18:13,3500,25/08/2016 18:13,45,canceled,1,GB,59.3022105
DANCING CLASSROOMS GRVA 2013,Dance,10/02/2013 13:37,6000,11/01/2013 13:37,6000,successful,63,US,6000
Daily Bread: Stories from Rural Greece,Photography,19/03/2015 18:45,10000,17/02/2015 19:45,10290,successful,61,US,10290
Black Knight Brick Built BBQ Grill,Food,09/10/2014 19:19,15000,25/08/2014 19:19,0,failed,0,GB,0
MKP - The Smart & Versatile Touch Screen Keyboard For All,Technology,21/06/2015 22:40,1700000,22/04/2015 22:40,970,canceled,4,GB,1444.017524
Boating with Clyde: Adventures on the Puget Sound,Film & Video,06/03/2011 03:50,7500,20/01/2011 03:50,8294.63,successful,116,US,8294.63
Beyond the Victory recording their debut EP,Music,14/11/2012 03:26,800,25/09/2012 03:26,815,successful,14,US,815
THE LEAGUE OF HONOR,Comics,23/10/2012 07:09,60000,24/08/2012 07:09,320,failed,6,US,320
making more bringpacks,Design,15/09/2014 06:00,15000,16/08/2014 06:00,935,failed,23,US,935
Projecteo: The tiny Instagram projector.,Design,19/12/2012 12:19,18000,14/11/2012 12:19,87207.5,successful,2789,US,87207.5
Digital Aristocracy: A Commoner's Guide to Digital Riches,Publishing,29/05/2012 19:17,2000,09/05/2012 19:17,0,failed,0,US,0
"Lazy Glamour: Eco-Underwear - soft, sustainable, and US-made",Fashion,17/04/2014 22:28,20000,18/03/2014 21:28,1034,failed,21,US,1034
StoryBox - What will you make today?,Art,06/02/2014 14:46,3000,07/01/2014 14:46,1189,failed,29,US,1189
Cyberines #1,Comics,16/11/2014 04:00,550,26/10/2014 20:29,3318,successful,149,US,3318
Poems For Apostates & tales of a young Scientologist,Publishing,31/05/2014 17:47,10000,01/05/2014 17:47,101,failed,2,US,101
Screening of Mr Turner,Film & Video,15/03/2015 11:00,175,31/01/2015 11:38,41,failed,5,GB,61.79379862
Senior Project Short Film: Home,Film & Video,19/09/2012 03:42,3000,15/08/2012 03:42,165,failed,5,US,165
Treasure Trapped,Film & Video,05/01/2013 14:04,5500,06/12/2012 14:04,5539.69,successful,116,GB,8927.74086
Suburban Daze,Film & Video,25/11/2013 01:12,25000,26/10/2013 01:12,1185,failed,16,US,1185
Flyover Farm,Food,07/05/2012 08:36,5500,16/04/2012 08:36,6510,successful,133,US,6510
Baby Names NOT to Name Your Newborn,Publishing,14/09/2015 21:42,3000,05/08/2015 21:42,80,failed,2,US,80
LAZER EDGE Series eBike - Starting at $499!,Technology,22/04/2016 23:50,10000,08/03/2016 23:50,17771,successful,27,US,17771
American Dart Football - Where You can be the Quarterback!!,Games,01/07/2012 14:46,6055,17/05/2012 14:46,0,canceled,0,US,0
InteliShake - Smart sports drinks bottle + built-in storage,Design,13/11/2014 10:24,20000,13/10/2014 10:24,20563,successful,244,US,20563
Face-To-Face: Short Film (Canceled),Film & Video,14/07/2012 08:59,600,27/06/2012 02:33,10,canceled,1,US,10
Bailey the Golden Retriever Calendar,Photography,11/12/2014 17:13,3000,25/11/2014 20:56,797,failed,27,US,797
Paintings and Portraits! (Custom paintings),Art,20/11/2014 05:00,350,07/11/2014 01:31,161,failed,2,US,161
The Spun Monkey Dyeworks and Lounge,Art,17/02/2011 16:02,4000,18/01/2011 16:02,4600,successful,76,US,4600
Lux3 ñ Wellness Lamp,Design,05/05/2016 18:23,150000,21/03/2016 17:23,491,failed,16,IT,553.34418
The Living Puppets: Novel,Publishing,16/05/2011 22:26,200,16/04/2011 22:26,0,failed,0,US,0
A Romantic Christmas,Art,09/12/2012 19:09,200,26/11/2012 20:58,58,failed,2,GB,92.98463024
"Yemanja Caribbean Restaurant, Bar, and Hostel",Food,21/09/2012 18:29,15000,22/08/2012 18:29,16656,successful,160,US,16656
Eucalyptus Wear - Environmental Clothing Company,Fashion,27/11/2015 21:34,1500,28/10/2015 20:34,0,failed,0,US,0
Jazz Funeral For Coney Island,Art,19/02/2011 14:40,3000,20/01/2011 14:40,3005.33,successful,46,US,3005.33
"Self Illusion's ""Best Friend/Worst Enemy"" EP",Music,02/01/2012 06:59,3000,29/11/2011 08:00,200,failed,4,US,200
Blak.Woman.Dynamik-ReBoRn,Theater,07/02/2012 22:20,6500,24/12/2011 22:20,1810,failed,21,US,1810
Cause Art Gallery,Art,16/07/2014 01:27,4000,01/07/2014 01:27,0,failed,0,US,0
"ThailandMike No.1, Portfolio, hiccup tour guide & Sketchbook",Journalism,17/05/2016 05:55,2500,16/04/2016 14:45,3184,successful,27,US,3184
Midwest Side Stories,Music,12/09/2016 03:00,20,10/08/2016 16:47,5075,successful,152,US,1380
Pentimento a documentary about Rene Gimpel ,Film & Video,20/01/2011 05:50,22000,21/12/2010 05:50,0,failed,0,US,0
Mike Moreno Group - Fall 2011 Release,Music,15/05/2011 04:00,8000,08/04/2011 15:56,9137,successful,106,US,9137
SANSIN_Band EP,Music,01/08/2015 08:59,400,02/07/2015 01:51,0,failed,0,US,0
Tales from Sheepland: from the imagination of a child,Publishing,09/09/2014 00:54,2000,31/07/2014 00:54,2522,successful,51,US,2522
The Kindness of Strangers,Publishing,15/09/2014 20:40,3021,31/08/2014 20:40,113,failed,5,US,113
Smart Dive Buddy: Smartphone Dive Camera & Computer,Technology,26/07/2014 07:50,15000,26/06/2014 07:50,3877,failed,34,US,3877
iPhone Skin Made From Real Apple Wood,Design,28/06/2012 16:48,500,29/05/2012 16:48,838.01,successful,31,US,838.01
Unmasking Mental Health Photographic Project (Canceled),Photography,16/05/2013 01:00,300,27/03/2013 20:54,0,canceled,0,GB,0
GoalZidia | Let's Reach Our Goals Together,Technology,23/04/2015 22:01,18000,19/03/2015 21:01,410,failed,4,US,410
Mongol Art World Tour _ Save The Art,Art,18/02/2015 11:47,25000,19/01/2015 11:47,1250,failed,9,US,1250
My Darling June,Film & Video,25/09/2012 02:28,600,05/09/2012 02:28,10,failed,1,US,10
"Monster Mob, the fun card game for all the monster family.",Games,21/07/2016 22:29,5000,21/06/2016 22:29,80,failed,6,GB,29.1679124
Blacklivesmatter Series,Art,19/03/2015 16:34,1100,17/02/2015 17:34,0,failed,0,US,0
Sorensen Glass Studio,Art,11/09/2015 05:01,10000,28/07/2015 05:01,10050,successful,32,US,10050
FREE SUPERCOMPUTER,Technology,11/11/2014 08:44,98000,04/10/2014 02:46,1,failed,1,US,1
Kings & Astronauts Documentary,Film & Video,06/08/2012 02:14,7500,22/06/2012 02:14,691,failed,21,US,691
"""MUSIC OVER FAME"" (NO DIVA DJS) T-Shirt",Art,18/03/2016 17:55,5000,17/02/2016 18:55,33,failed,4,US,33
GLAMAZON: Publishing Campaign! (Canceled),Publishing,09/08/2014 23:00,16000,10/06/2014 23:15,375,canceled,5,US,375
Êmp:dance / amiti perry + company,Dance,30/05/2011 05:59,3500,18/05/2011 20:06,3520,successful,30,US,3520
Spiele f¸r iOS und Android / Games for Android and iOS,Games,24/06/2015 17:12,2000,03/06/2015 17:12,1,canceled,1,DE,1.0925129
Sci-Fi Janitors VS the Redbull Soapbox Race,Film & Video,13/05/2012 21:51,2500,03/05/2012 21:51,2708,successful,40,US,2708
Redemption,Music,11/04/2013 18:27,2000,12/03/2013 17:27,0,failed,0,US,0
Course: Make a Stunning Fantasy RPG with GameMaker Studio,Games,13/08/2016 00:01,10200,14/07/2016 00:01,20709.5,successful,1258,US,11973.5
Secret Behavior Magazine,Publishing,05/08/2014 03:00,16000,14/07/2014 22:22,17563,successful,136,US,17563
